##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)","doi id(s)"
2213,Amanita thiersii Skay4041 v1.0,Amath1,703135,33689220,10354,Y,Y,N,,Hess J et al. 2014~Chaib De Mares M et al. 2015,24923322 25407899,
2214,Sebacina vermifera MAFF 305830 v1.0,Sebve1,109899,38094242,15312,Y,Y,N,,Kohler A et al. 2015,25706625,
2215,Piriformospora indica DSM 11827 from MPI,Pirin1,1109443,24979981,11767,Y,Y,N,,Zuccaro A et al. 2011,22022265,
2216,Scleroderma citrinum Foug A v1.0,Sclci1,68788,56144862,21012,Y,Y,N,,Kohler A et al. 2015,25706625,
2217,Tulasnella calospora AL13/4D v1.0,Tulca1,156515,62392858,19659,Y,Y,N,,Kohler A et al. 2015,25706625,
2218,Cronartium quercuum f. sp. fusiforme G11 v1.0,Croqu1,708437,76567842,13903,Y,Y,N,,Pendleton AL et al. 2014,25018762,
2219,Aspergillus sydowii CBS 593.65 v1.0,Aspsy1,1036612,34381026,13620,Y,Y,N,,de Vries RP et al. 2017,28196534,
2220,Aspergillus versicolor v1.0,Aspve1,1036611,33126810,13228,Y,Y,N,,de Vries RP et al. 2017,28196534,
2221,Cochliobolus lunatus m118 v2.0,Coclu2,977863,31171894,12131,Y,Y,N,,Condon BJ et al. 2013,23357949,
2222,Aspergillus brasiliensis v1.0,Aspbr1,767769,35808783,13000,Y,Y,N,,de Vries RP et al. 2017,28196534,
2223,Aspergillus luchuensis CBS 106.47 v1.0,Aspfo1,1137211,37468345,13530,Y,Y,N,,de Vries RP et al. 2017,28196534,
2224,Aureobasidium pullulans var. subglaciale EXF-2481,Aurpu_var_sub1,1043005,25796716,10809,Y,Y,N,,Gostin?ar C et al. 2014,24984952,
2225,Cochliobolus victoriae FI3 v1.0,Cocvi1,930091,32829575,12894,Y,Y,N,,Condon BJ et al. 2013,23357949,
2226,Cochliobolus carbonum 26-R-13 v1.0,Cocca1,930089,31267936,12857,Y,Y,N,,Condon BJ et al. 2013,23357949,
2227,Cochliobolus miyabeanus ATCC 44560 v1.0,Cocmi1,930090,31362097,12007,Y,Y,N,,Condon BJ et al. 2013,23357949,
2228,Dekkera bruxellensis CBS 2499 v2.0,Dekbr2,747657,13385232,5636,Y,Y,N,,Pi?kur J et al. 2012,22663979,
2229,Hanseniaspora valbyensis NRRL Y-1626 v1.1,Hanva1_1,53685,11464179,4800,Y,Y,N,,Riley R et al. 2016,27535936,
2230,Sphaerobolus stellatus v1.0,Sphst1,68786,176372157,35274,Y,Y,N,,Kohler A et al. 2015,25706625,
2231,Hydnomerulius pinastri v2.0,Hydpi2,994086,38278792,13270,Y,Y,N,,Kohler A et al. 2015,25706625,
2232,Piloderma olivaceum F 1598 v1.0,Pilcr1,80663,59326866,21583,Y,Y,N,,Kohler A et al. 2015,25706625,
2233,Metschnikowia bicuspidata NRRL YB-4993 v1.0,Metbi1,27322,16055203,5851,Y,Y,N,,Riley R et al. 2016,27535936,
2234,Hyphopichia burtonii NRRL Y-1933 v1.0,Hypbu1,717740,12403110,6002,Y,Y,N,,Riley R et al. 2016,27535936,
2235,Mixia osmundae IAM 14324 v1.0,Mixos1,34349,13634488,6903,Y,Y,N,,Toome M et al. 2014,24372469,
2236,Babjeviella inositovora NRRL Y-12698 v1.0,Babin1,45609,15221050,6403,Y,Y,N,,Riley R et al. 2016,27535936,
2237,Conidiobolus coronatus NRRL28638 v1.0,Conco1,34488,39903661,10635,Y,Y,N,,Chang Y et al. 2015,25977457,
2238,Candida tanzawaensis NRRL Y-17324  v1.0,Canta1,984487,13136204,5895,Y,Y,N,,Riley R et al. 2016,27535936,
2239,Trichoderma harzianum CBS 226.95 v1.0,Triha1,5544,40980678,14095,Y,Y,N,,Druzhinina IS et al. 2018,29630596,
2240,Trichoderma asperellum CBS 433.97 v1.0,Trias1,101201,37464610,12586,Y,Y,N,,Druzhinina IS et al. 2018,29630596,
2241,Penicillium chrysogenum v1.0,Pench1,1353254,31340922,11396,Y,Y,N,,de Vries RP et al. 2017,28196534,
2242,Cryptococcus neoformans var neoformans JEC21,Cryne_JEC21_1,214684,19051922,6475,Y,Y,N,,Loftus BJ et al. 2005,15653466,
2243,Amorphotheca resinae v1.0,Amore1,5101,28632928,9642,Y,Y,N,,Martino E et al. 2018,29315638,
2244,Galerina marginata v1.0,Galma1,685588,59418196,21461,Y,Y,N,,Riley R et al. 2014,24958869,
2245,Gonapodya prolifera v1.0,Ganpr1,1123529,48794828,13902,Y,Y,N,,Chang Y et al. 2015,25977457,
2246,Candida arabinofermentans NRRL YB-2248 v1.0,Canar1,130810,13234078,5861,Y,Y,N,,Riley R et al. 2016,27535936,
2247,Postia placenta MAD-698-R-SB12 v1.0,PosplRSB12_1,670580,42453726,12541,Y,Y,N,,Gaskell J et al. 2017,28831381,
2248,Ascoidea rubescens NRRL Y17699 v1.0,Ascru1,54195,17503998,6802,Y,Y,N,,Riley R et al. 2016,27535936,
2249,Piromyces sp. E2 v1.0,PirE2_1,73868,71019055,14648,Y,Y,N,,Haitjema CH et al. 2017,28555641,
2250,Pichia membranifaciens v2.0,Picme2,4926,11584685,5546,Y,Y,N,,Riley R et al. 2016,27535936,
2251,Cercospora zeae-maydis v1.0,Cerzm1,717836,46606380,12020,Y,Y,N,,Haridas S et al. 2020,32206138,
2252,Plicaturopsis crispa v1.0,Plicr1,944288,34498416,13626,Y,Y,N,,Kohler A et al. 2015,25706625,
2253,Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0,Serla_varsha1,690234,45978785,13805,Y,Y,N,,Balasundaram SV et al. 2018,29305577,
2254,Saitoella complicata NRRL Y-17804 v1.0,Saico1,5606,14136186,7034,Y,Y,N,,Riley R et al. 2016,27535936,
2255,Nadsonia fulvescens var. elongata DSM 6958 v1.0,Nadfu1,45786,13746944,5657,Y,Y,N,,Riley R et al. 2016,27535936,
2256,Coemansia reversa NRRL 1564 v1.0,Coere1,61392,21838014,7347,Y,Y,N,,Chang Y et al. 2015,25977457,
2257,Serpula lacrymans S7.9 v2.0,SerlaS7_9_2,578457,42734799,12789,Y,Y,N,,Eastwood DC et al. 2011,21764756,
2258,Hypholoma sublateritium v1.0,Hypsu1,945553,48031814,17911,Y,Y,N,,Kohler A et al. 2015,25706625,
2259,Jaapia argillacea v1.0,Jaaar1,202697,45045919,16419,Y,Y,N,,Riley R et al. 2014,24958869,
2260,Gymnopus luxurians v1.0,Gymlu1,944289,66281680,22057,Y,Y,N,,Kohler A et al. 2015,25706625,
2261,Botryobasidium botryosum v1.0,Botbo1,264124,46674321,16526,Y,Y,N,,Riley R et al. 2014,24958869,
2262,Paxillus involutus ATCC 200175 v1.0,Paxin1,71150,58301126,17968,Y,Y,N,,Kohler A et al. 2015,25706625,
2263,Oidiodendron maius Zn v1.0,Oidma1,913774,46426256,16703,Y,Y,N,,Kohler A et al. 2015~Martino E et al. 2018,25706625 29315638,
2264,Cochliobolus sativus ND90Pr v1.0,Cocsa1,665912,34417436,12250,Y,Y,N,,Ohm RA et al. 2012~Condon BJ et al. 2013,23236275 23357949,
2265,Tortispora caseinolytica Y-17796 v1.0,Canca1,767744,9180161,4657,Y,Y,N,,Riley R et al. 2016,27535936,
2266,Lipomyces starkeyi NRRL Y-11557 v1.0,Lipst1_1,675824,21267709,8192,Y,Y,N,,Riley R et al. 2016,27535936,
2267,Baudoinia compniacensis UAMH 10762 (4089826) v1.0,Bauco1,717646,21876451,10513,Y,Y,N,,Ohm RA et al. 2012,23236275,
2268,Trichoderma reesei RUT C-30 v1.0,TrireRUTC30_1,51453,32689233,9852,Y,Y,N,,,,10.1089/ind.2013.0015
2269,Bjerkandera adusta v1.0,Bjead1_1,5331,42730300,15473,Y,Y,N,,Binder M et al. 2013,23935031,
2270,Phlebiopsis gigantea v1.0,Phlgi1,82310,30143925,11891,Y,Y,N,,Hori C et al. 2014,25474575,
2271,Acremonium alcalophilum v2.0,Acral2,591952,54417234,9521,Y,N,N,,,,
2272,Acidomyces richmondensis BFW,Aciri1_meta,245562,26819972,10352,Y,Y,N,,Mosier AC et al. 2016,26973616,
2273,Acidomyces richmondensis BFW,Aciri1_iso,245562,29883570,11202,Y,Y,N,,Mosier AC et al. 2016,26973616,
2274,Spathaspora passalidarum NRRL Y-27907 v2.0,Spapa3,619300,13182099,5983,Y,Y,N,,Wohlbach DJ et al. 2011,21788494,
2275,Candida tenuis NRRL Y-1498 v1.0,Cante1,590646,10747050,5533,Y,Y,N,,Wohlbach DJ et al. 2011,21788494,
2276,Fusarium graminearum v1.0,Fusgr1,5518,36446046,13322,Y,Y,N,,Cuomo CA et al. 2007,17823352,
2277,Stagonospora nodorum SN15 v2.0,Stano2,321614,37213987,12380,Y,Y,N,,Hane JK et al. 2007,18024570,
2278,Verticillium dahliae VdLs.17,Verda1,27337,33828453,10535,Y,Y,N,,Klosterman SJ et al. 2011,21829347,
2279,Phanerochaete carnosa HHB-10118-Sp v1.0,Phaca1,231932,46293355,13937,Y,Y,N,,Suzuki H et al. 2012,22937793,
2280,Pachysolen tannophilus NRRL Y-2460 v1.2,Pacta1_2,4918,12597116,5675,Y,Y,N,,Riley R et al. 2016,27535936,
2281,Eurotium rubrum v1.0,Eurhe1,396024,26209327,10076,Y,Y,N,,Kis-Papo T et al. 2014,24811710,
2282,Wickerhamomyces anomalus NRRL Y-366-8 v1.0,Wican1,4927,14145566,6423,Y,Y,N,,Riley R et al. 2016,27535936,
2283,Ganoderma sp. 10597 SS1 v1.0,Gansp1,767862,39522573,12910,Y,Y,N,,Binder M et al. 2013,23935031,
2284,Phlebia brevispora HHB-7030 SS6 v1.0,Phlbr1,194682,49963746,16170,Y,Y,N,,Binder M et al. 2013,23935031,
2285,Pyrenophora teres f. teres,Pyrtt1,861557,33583335,11799,Y,Y,N,,Ellwood SR et al. 2010,21067574,
2286,Dacryopinax primogenitus DJM 731 SSP1 v1.0,Dacsp1,1858805,29503487,10242,Y,Y,N,,Floudas D et al. 2012,22745431,
2287,Laccaria bicolor v2.0,Lacbi2,980499,60707050,23130,Y,Y,N,,Martin F et al. 2008,18322534,
2288,Leptosphaeria maculans,Lepmu1,985895,44892605,12469,Y,Y,N,,Rouxel T et al. 2011,21326234,
2289,Thielavia terrestris v2.0,Thite2,2587410,36912256,9813,Y,Y,N,,Berka RM et al. 2011,21964414,
2290,Myceliophthora thermophila (Sporotrichum thermophile) v2.0,Spoth2,573729,38744216,9110,Y,Y,N,,Berka RM et al. 2011,21964414,
2291,Aspergillus nidulans,Aspnid1,162425,30483994,10680,Y,Y,N,,Arnaud MB et al. 2012~Galagan JE et al. 2005,22080559 16372000,
2292,Aspergillus aculeatus ATCC16872 v1.1,Aspac1,5053,35424414,10845,Y,Y,N,,de Vries RP et al. 2017,28196534,
2293,Fomitiporia mediterranea v1.0,Fomme1,208960,63354420,11333,Y,Y,N,,Floudas D et al. 2012,22745431,
2294,Dichomitus squalens LYAD-421 SS1 v1.0,Dicsq1,114155,42748430,12290,Y,Y,N,,Floudas D et al. 2012,22745431,
2295,Trametes versicolor v1.0,Trave1,717944,44794008,14296,Y,Y,N,,Floudas D et al. 2012,22745431,
2296,Stereum hirsutum FP-91666 SS1 v1.0,Stehi1,721885,46511623,14072,Y,Y,N,,Floudas D et al. 2012,22745431,
2297,Coniophora puteana v1.0,Conpu1,741705,42968544,13761,Y,Y,N,,Floudas D et al. 2012,22745431,
2298,Punctularia strigosozonata v1.0,Punst1,741275,34171901,11538,Y,Y,N,,Floudas D et al. 2012,22745431,
2299,Saccharomyces cerevisiae S288C,Sacce1,559292,12070898,6575,Y,Y,N,,Goffeau A et al. 1996,8849441,
2300,Wolfiporia cocos MD-104 SS10 v1.0,Wolco1,81056,50483556,12746,Y,Y,N,,Floudas D et al. 2012,22745431,
2301,Ogataea polymorpha NCYC 495 leu1.1 v2.0,Hanpo2,638633,8974850,5177,Y,Y,N,,Riley R et al. 2016,27535936,
2302,Rhodotorula graminis strain WP1 v1.1,Rhoba1_1,578459,21013998,7283,Y,Y,N,,Firrincieli A et al. 2015,26441909,
2303,Septoria musiva SO2202 v1.0,Sepmu1,692275,29352103,10233,Y,Y,N,,Ohm RA et al. 2012~Dhillon B et al. 2015,23236275 25733908,
2304,Gloeophyllum trabeum v1.0,Glotr1_1,670483,37181821,11846,Y,Y,N,,Floudas D et al. 2012,22745431,
2305,Wallemia mellicola v1.0,Walse1,671144,9815586,5284,Y,Y,N,,Padamsee M et al. 2012,22326418,
2306,Dothistroma septosporum NZE10 v1.0,Dotse1,64363,30209431,12580,Y,Y,N,,de Wit PJ et al. 2012~Ohm RA et al. 2012,23209441 23236275,
2307,Heterobasidion annosum v2.0,Hetan2,747525,33649967,13383,Y,Y,N,,Olson Å et al. 2012,22463738,
2308,Pleurotus ostreatus PC15 v2.0,PleosPC15_2,1137138,34343005,12330,Y,Y,N,,Riley R et al. 2014~Castanera R et al. 2016~Alfaro M et al. 2016,24958869 27294409 27117896,
2309,Ceriporiopsis (Gelatoporia) subvermispora B,Cersu1,914234,38969816,12125,Y,Y,N,,Fernandez-Fueyo E et al. 2012,22434909,
2310,Neurospora tetrasperma FGSC 2508 mat A v2.0,Neute_matA2,510952,39146357,10380,Y,Y,N,,Ellison CE et al. 2011,21750257,
2311,Trichoderma atroviride v2.0,Triat2,452589,36143664,11828,Y,Y,N,,Kubicek CP et al. 2011,21501500,
2312,Trichoderma virens Gv29-8 v2.0,TriviGv29_8_2,413071,39022666,12423,Y,Y,N,,Kubicek CP et al. 2011,21501500,
2313,Pseudocercospora (Mycosphaerella) fijiensis v2.0,Mycfi2,1873960,74141167,13107,Y,Y,N,,Arango Isaza RE et al. 2016,27512984,
2314,Agaricus bisporus var. burnettii JB137-S8,Agabi_varbur_1,597362,32614401,11289,Y,Y,N,,Morin E et al. 2012,23045686,
2315,Pleurotus ostreatus PC9 v1.0,PleosPC9_1,5322,35630309,12206,Y,Y,N,,Alfaro M et al. 2016,27117896,
2316,Aspergillus carbonarius ITEM 5010 v3,Aspca3,602072,36290756,11624,Y,Y,N,,de Vries RP et al. 2017,28196534,
2317,Agaricus bisporus var bisporus (H97) v2.0,Agabi_varbisH97_2,936046,30233745,10438,Y,Y,N,,Morin E et al. 2012,23045686,
2318,Serpula lacrymans S7.3 v2.0,SerlaS7_3_2,936435,47042600,14495,Y,Y,N,,Eastwood DC et al. 2011,21764756,
2319,Neurospora tetrasperma FGSC 2509 mat a v1.0,Neute_mat_a1,510952,39126702,11192,Y,Y,N,,Ellison CE et al. 2011,21750257,
2320,Cryptococcus neoformans var. grubii H99,Cryne_H99_1,235443,18874889,6967,Y,Y,N,,Janbon G et al. 2014,24743168,
2321,Malassezia globosa,Malgl1,425265,8958118,4286,Y,Y,N,,Xu J et al. 2007,18000048,
2322,Coprinopsis cinerea,Copci1,5346,36294355,13393,Y,Y,N,,Stajich JE et al. 2010,20547848,
2323,Mucor lusitanicus CBS277.49 v2.0,Mucci2,36080,36587022,11719,Y,Y,N,,Corrochano LM et al. 2016,27238284,
2324,Phycomyces blakesleeanus NRRL1555 v2.0,Phybl2,4837,53939167,16528,Y,Y,N,,Corrochano LM et al. 2016,27238284,
2325,Cryphonectria parasitica EP155 v2.0,Crypa2,660469,43870411,11609,Y,Y,N,,Crouch JA et al. 2020,32207662,
2326,Tremella mesenterica Fries v1.0,Treme1,578456,28639919,8313,Y,Y,N,,Floudas D et al. 2012,22745431,
2327,Neurospora discreta FGSC 8579 mat A,Neudi1,510953,37302679,9948,Y,N,N,,,,
2328,Fusarium vanettenii  77-13-4 v2.0,Necha2,660122,51286497,15707,Y,Y,N,,Coleman JJ et al. 2009,19714214,
2329,Trichoderma reesei v2.0,Trire2,431241,33454791,9143,Y,Y,N,,Martinez D et al. 2008,18454138,
2330,Postia placenta MAD 698-R v1.0,Pospl1,104341,90927236,9113,Y,Y,N,,Martinez D et al. 2009,19193860,
2331,Cryptomycota sp. Smith's Fen BAUOC (Environmental single-cell) v1.0,SmithFen_BAUOC,1031332,1392658,736,N,N,N,,,,
2332,Chytridiomycota sp. Smith's Fen BAUOG (Environmental single-cell) v1.0,SmithFen_BAUOG,2761389,964973,381,N,N,N,,,,
2333,Thyridium sp. CBS 149464 v1.0,Phiasp1,83822,43069695,15330,N,N,N,,,,
2334,Coemansia sp. RSA 2052 v1.0,CoeRSA2052_1,2789218,13198914,7549,N,N,N,,,,
2335,Metschnikowia koreensis Y137 v1.0,Metko1,164924,29264306,6234,Y,N,N,,,,
2336,Pycnoporus cinnabarinus CIRM-BRFM 137 v1.0,Pycci1,5643,33670027,10442,Y,Y,N,,Levasseur A et al. 2014,24942338,
2337,Mucor racemosus,Mucrac1,4841,46924235,11269,Y,Y,N,,Lebreton A et al. 2020,32039703,
2338,Tuber aestivum var. urcinatum v1.0,Tubae1,59557,144718305,9344,Y,Y,N,,Murat C et al. 2018,30420746,
2339,Aspergillus paraconicus DTO 356 C9 v1.0,Aspparac1,5052,23023148,8387,Y,N,N,,,,
2340,Aspergillus niveus CBS 471.91 v1.0,Aspniv1,41281,30196435,11488,Y,N,N,,,,
2341,Coemansia sp. RSA 353 v1.0,CoeRSA353_1,2789331,15027904,7572,N,N,N,,,,
2342,Phlebia centrifuga FBCC195 ,Phlcen1,98765,34848156,13785,Y,Y,N,,Mäkelä MR et al. 2018,29622620,
2343,Coemansia sp. RSA 678 v1.0,CoeRSA678_1,2790277,13730480,7597,N,N,N,,,,
2344,Coemansia sp. RSA 1287 v1.0,CoeRSA1287_1,2789329,11793024,7112,N,N,N,,,,
2345,Rhizopus delemar 99-880 from Broad,Rhior3,246409,46087117,17467,Y,Y,N,,Ma LJ et al. 2009,19578406,
2346,Aspergillus parafelis IBT 34187 v1.0,Asppara1,1517513,32054234,11119,Y,N,N,,,,
2347,Mucor endophyticus,Mucend1,444774,34997769,11445,Y,Y,N,,Lebreton A et al. 2020,32039703,
2348,Kalapuya brunnea GMNB372 v1.0,Kalbru1,720594,189316756,11095,Y,N,N,,,,
2349,Chaetothyriales sp. MNA-CCFEE 5317 v1.0,Cha5317_1,1715222,55759905,14070,N,N,N,,,,
2350,Mucor lanceolatus,Muclan1,1091291,43423002,10644,Y,Y,N,,Lebreton A et al. 2020,32039703,
2351,Coemansia erecta IMI 279145 v1.0,Coeere1,147472,19940215,8187,N,N,N,,,,
2352,Coemansia sp. RSA 355 v1.0,CoeRSA355_1,2789317,15416454,7426,N,N,N,,,,
2353,Pseudomerulius curtisii KUC8835 v1.0,Psecur1,693315,55466885,8715,N,N,N,,,,
2354,Aspergillus megasporus DTO 048-I3 v1.0,Aspmeg1,5052,27682145,10914,Y,N,N,,,,
2355,Aspergillus endophyticus DTO 354-I2 v1.0,Aspend1,1924927,27502081,10426,Y,N,N,,,,
2356,Coemansia sp. RSA 520 v1.0,CoeRSA520_1,2789324,13714681,7462,N,N,N,,,,
2357,Capnodiales sp. MNA-CCFEE 6580 v1.0,Cap6580_1,1756098,44610251,11911,N,N,N,,,,
2358,Dactylospora haliotrepha ATCC 66950 v1.0,Dachal1,561979,35763917,10873,N,N,N,,,,
2359,Suillus grisellus FC184 v1.0,Suigri1,48572,27163220,10170,Y,N,N,,,,
2360,Coemansia asiatica BCRC 34628 v1.0,Coeasi1,1052880,14772385,7404,N,N,N,,,,
2361,Coemansia sp. RSA 1250 v1.0,CoeRSA1250_1,2789360,13239020,6649,N,N,N,,,,
2362,Coemansia sp. RSA 1085 v1.0,CoeRSA1085_1,2789357,13162112,6678,N,N,N,,,,
2363,Aspergillus neostromatioides CBS 265.73 v1.0,Aspneos1,36637,36225030,12213,Y,N,N,,,,
2364,Coemansia sp. RSA 521 v1.0,CoeRSA521_1,2789320,15176641,7752,N,N,N,,,,
2365,Parauncinula polyspora,Parpo1,2016243,28016241,6046,Y,Y,N,,Frantzeskakis L et al. 2019,31551331,
2366,Coemansia sp. RSA 1200 v1.0,CoeRSA1200_1,2789352,18877849,6823,N,N,N,,,,
2367,Coemansia sp. RSA 522 v1.0,CoeRSA522_1,2789225,15343155,7699,N,N,N,,,,
2368,Coemansia aciculifera CBS 19363 v1.0,Coeaci1,417176,13202171,7305,N,N,N,,,,
2369,Epibryaceae sp. MNA-CCFEE 6094 v1.0,Epi6094_1,1986132,56092258,14176,N,N,N,,,,
2370,Aspergillus rambellii SRRC1468,Aspram1,308745,26435630,7761,Y,Y,N,,Moore GG et al. 2015,26637470,
2371,Tuber magnatum v1.0,Tubma1,42249,192781443,9433,Y,Y,N,,Murat C et al. 2018,30420746,
2372,Coemansia sp. RSA 1813 v1.0,CoeRSA1813_1,2789316,18533092,6989,N,N,N,,,,
2373,Hesseltinella vesiculosa NRRL3301 v2.0,Hesve2finisherSC,101127,27224236,11141,Y,Y,N,,Mondo SJ et al. 2017,28481340,
2374,Entomortierella echinosphaera CBS 575.75 v1.0,Entech1,743928,44006319,13087,N,N,N,,,,
2375,Coemansia sp. RSA 2522 v1.0,CoeRSA2522_1,2789356,14048729,7555,N,N,N,,,,
2376,Lachancea sp. CBS6924,LacCBS6924_1,1853548,11336659,5059,Y,Y,N,,Vakirlis N et al. 2016,27247244,
2377,Metschnikowia sp. nov. yHQL305 v1.1,MetyHQL305_1_1,1780086,17690283,5906,Y,N,N,,,,
2378,Metschnikowia fructicola 277,Metfru2,178747,24482224,7362,Y,Y,N,,Hershkovitz V et al. 2013,23496978,
2379,Serendipita sp. 405 v1.0,Ser405_1,2600215,35358857,10849,Y,N,N,,,,
2380,Endocarpon pallidulum Enpa,Endpal1,396380,41444434,11601,Y,Y,N,,McDonald TR et al. 2013,23557360,
2381,Aspergillus udagawae CBS 114217 v1.0,Aspudag1,91492,32175948,11454,Y,N,N,,,,
2382,Metschnikowia pulcherrima NRRL Y-7111 v1.1,Metpul1_1,27326,21177619,6130,Y,N,N,,,,
2383,Aspergillus angustatus CBS 273.65 v1.0,Aspang1,5052,35554119,13549,Y,N,N,,,,
2384,Galactomyces geotrichum Phaff 72-186 v1.0,Galgeo1,1173061,23149029,6826,Y,N,N,,,,
2385,Trametes pubescens FBCC735,Trapub1,154538,39759818,14451,Y,Y,N,,Granchi Z et al. 2017,28232439,
2386,Coemansia sp. RSA 1935 v1.0,CoeRSA1935_1,2789350,15222180,7605,N,N,N,,,,
2387,Suillus subalutaceus 1-7C v1.0,Suisuba1,48586,39232458,13348,Y,N,N,,,,
2388,Aspergillus teporis DTO058-E5 v1.0,Asptep1_1,1924931,24332833,8767,Y,N,N,,,,
2389,Saccharomyces arboricola H-6,Sacarb1,1160507,11486716,5309,Y,Y,N,,Liti G et al. 2013,23368932,
2390,Serendipita sp. 411 v1.0,Ser411_1,2600216,38487819,10821,Y,N,N,,,,
2391,Aspergillus hortai IBT 26384 v1.0,Asphor1,1107321,30242590,11172,Y,N,N,,,,
2392,Coemansia brasiliensis NRRL 1566 v1.0,Coebra1,2650707,12994902,7022,N,N,N,,,,
2393,Puccinia striiformis f. sp. tritici PST-78 v1.0,Pucst_PST78_1,1165861,117311690,20482,Y,Y,N,,Cuomo CA et al. 2017,27913634,
2394,Coemansia sp. RSA 2702 v1.0,CoeRSA2702_1,2789347,16481522,8319,N,N,N,,,,
2395,Coemansia spiralis CBS 109367 v1.0,Coespir1,417178,15290051,7075,N,N,N,,,,
2396,Aspergillus phaeropenicillioides DTO 356-D6 v1.0,Asppha1,5052,23478672,8609,Y,N,N,,,,
2397,Entomortierella lignicola NRRL 2552 v1.0,Entlig1,979712,39509364,12213,N,N,N,,,,
2398,Coemansia asiatica BCRC 34628 v1.0,Coeasi1_1,1052880,14772385,7434,N,N,N,,,,
2399,Coemansia sp. RSA 2607 v1.0,CoeRSA2607_1,2789223,21907504,9117,N,N,N,,,,
2400,Aspergillus neocaesiellus DTO 356-D2 v1.0,Aspneoca1,5052,22520997,8563,Y,N,N,,,,
2401,Rhodotorula sp. CCFEE 5036,RhoCCFEE5036_1,1965284,19072598,6434,Y,Y,N,,Coleine C et al. 2020,32241854,
2402,Coemansia sp. BCRC 34962 v1.0,CoeBC34962_1,2789224,15282687,6547,N,N,N,,,,
2403,Serendipita sp. 400 v1.0,Ser400_1,2600213,38899175,10802,Y,N,N,,,,
2404,Aspergillus pseudoterreus ATCC32359 v1.0,Asppseute1,1565506,29514308,10945,Y,Y,N,,Deng S et al. 2020,32162091,
2405,Coemansia sp. RSA 2704 v1.0,CoeRSA2704_1,2789346,16994783,8116,N,N,N,,,,
2406,Neocallimastix sp. WI-3 phase 1 v1.0,NeoWI3_p1_1,2230904,201595265,27680,N,N,N,,,,
2407,Coemansia sp. RSA 1878 v1.0,CoeRSA1878_1,2790278,15104740,7709,N,N,N,,,,
2408,Coemansia sp. RSA 2440 v1.0,CoeRSA2440_1,2789349,15119510,7550,N,N,N,,,,
2409,Coemansia sp. RSA 564 v1.0,CoeRSA564_1,2789314,14381260,7590,N,N,N,,,,
2410,Aspergillus spiritus DTO 241-G7 v1.0,Aspspir1,5052,26173656,10176,Y,N,N,,,,
2411,Neocallimastix sp. Gf-Ma 3-1 phase 0 v1.0,NeoGfMa_p0_1,2230904,207858557,28790,N,N,N,,,,
2412,Coemansia sp. RSA 922 v1.0,CoeRSA922_1,2789323,31979077,8642,N,N,N,,,,
2413,Coemansia sp. RSA 2706 v1.0,CoeRSA2706_1,2789344,16645429,8246,N,N,N,,,,
2414,Botrytis cinerea v1.0,Botci1,40559,42663021,16447,Y,Y,N,,Staats M et al. 2012~Amselem J et al. 2011,23104368 21876677,
2415,Coemansia sp. RSA 1797 v1.0,CoeRSA1797_1,2789340,14992949,7671,N,N,N,,,,
2416,Coemansia sp. RSA 2131 v1.0,CoeRSA2131_1,2789348,15036301,7257,N,N,N,,,,
2417,Penicillium expansum d1,Penexp1,27334,32065046,11023,Y,Y,N,,Ballester AR et al. 2015,25338147,
2418,Coemansia sp. RSA 1199 v1.0,CoeRSA1199_1,2789312,15954995,6836,N,N,N,,,,
2419,Basidiobolus microsporus NRRL 2992 v1.0,Basme92_1,181047,102047676,14257,N,N,N,,,,
2420,Scheffersomyces virginianus NRRL Y-48822T v1.1,Schvir1_1,1125881,17754498,6352,Y,N,N,,,,
2421,Rhodosporidium toruloides IFO1236_1,Rhoto_IFO1236_1,5286,20452897,7479,Y,Y,N,,Zhang S et al. 2016,26479039,
2422,Coemansia sp. RSA 2705 v1.0,CoeRSA2705_1,2789345,17133506,8112,N,N,N,,,,
2423,Aspergillus brevistipitatus v1.0,Aspbrevi1,1309686,28615967,10133,Y,N,N,,,,
2424,Kazachstania naganishii CBS 8797,Kazna1,1071383,10845821,5321,Y,Y,N,,Gordon JL et al. 2011,22123960,
2425,Coemansia sp. RSA 2050 v1.0,CoeRSA2050_1,2789361,15315025,6560,N,N,N,,,,
2426,Mucor fuscus,Mucfus1,708069,40604092,12311,Y,Y,N,,Lebreton A et al. 2020,32039703,
2427,Scheffersomyces illinoisensis NRRL Y-48827T v1.1,Schill1_1,1303940,14628997,5931,Y,N,N,,,,
2428,Coemansia sp. RSA 986 v1.0,CoeRSA986_1,2789322,18554495,6961,N,N,N,,,,
2429,Coemansia sp. RSA 720 v1.0,CoeRSA720_1,2789315,15901876,6846,N,N,N,,,,
2430,Suillus quiescens FC198 v1.0,Suiqu1,627136,27113927,12014,Y,N,N,,,,
2431,Saccharomyces boulardii unique28,Sacboulardii_1,252598,12001065,5493,Y,Y,N,,Khatri I et al. 2017,28336969,
2432,Acremonium chrysogenum ATCC 11550,Acrchr1,857340,28563214,8899,Y,Y,N,,Terfehr D et al. 2014,25291769,
2433,Aspergillus caperatus DTO 337-E6 v1.0,Aspcapp1,5062,27197361,10316,Y,N,N,,,,
